gender,age,academic_pressure,cgpa,study_satisfaction,sleep_duration,dietary_habits,have_you_ever_had_suicidal_thoughts_,work_study_hours,financial_stress,family_history_of_mental_illness,degree_grouped,city_grouped
Male,33.0,3.0,8.91,1.0,'7-8 hours',Moderate,Yes,11.0,1.0,Yes,BHM,Indore
Female,20.0,4.0,6.51,4.0,'7-8 hours',Unhealthy,Yes,8.0,5.0,No,'Class 12',Indore
Female,33.0,2.0,7.8,2.0,'Less than 5 hours',Moderate,Yes,12.0,5.0,No,BE,Srinagar
Male,21.0,5.0,9.96,3.0,'Less than 5 hours',Unhealthy,Yes,4.0,4.0,No,MCA,Pune
Male,29.0,3.0,5.64,2.0,'More than 8 hours',Unhealthy,Yes,9.0,4.0,Yes,BE,Pune
Male,33.0,4.0,5.76,4.0,'7-8 hours',Healthy,Yes,11.0,4.0,Yes,M.Tech,Pune
Female,29.0,2.0,5.85,2.0,'5-6 hours',Moderate,No,7.0,2.0,No,LLB,Visakhapatnam
Male,26.0,4.0,6.75,1.0,'More than 8 hours',Unhealthy,Yes,7.0,4.0,No,B.Ed,Vadodara
Female,28.0,4.0,9.49,4.0,'7-8 hours',Moderate,Yes,10.0,5.0,No,B.Ed,Jaipur
Female,27.0,3.0,7.46,3.0,'7-8 hours',Unhealthy,Yes,12.0,5.0,Yes,BE,Srinagar
Female,25.0,4.0,7.92,4.0,'More than 8 hours',Unhealthy,Yes,11.0,4.0,Yes,MBBS,Kalyan
Male,26.0,2.0,7.22,3.0,'7-8 hours',Unhealthy,Yes,8.0,5.0,No,B.Ed,Jaipur
Male,28.0,1.0,7.77,3.0,'Less than 5 hours',Healthy,No,0.0,1.0,No,PhD,Thane
Female,18.0,3.0,6.7,1.0,'5-6 hours',Unhealthy,No,8.0,5.0,Yes,'Class 12',Surat
Female,27.0,1.0,7.48,2.0,'Less than 5 hours',Unhealthy,Yes,8.0,4.0,Yes,Other,Kalyan
Male,20.0,3.0,8.04,1.0,'5-6 hours',Unhealthy,Yes,12.0,5.0,No,'Class 12',Mumbai
Female,27.0,3.0,9.71,2.0,'More than 8 hours',Healthy,Yes,5.0,5.0,No,BSc,Vadodara
Male,32.0,1.0,7.71,4.0,'Less than 5 hours',Healthy,No,12.0,2.0,No,B.Tech,Thane
Female,23.0,4.0,6.99,1.0,'5-6 hours',Healthy,Yes,11.0,4.0,No,B.Com,Indore
Male,24.0,5.0,8.74,3.0,'Less than 5 hours',Healthy,Yes,6.0,5.0,No,B.Tech,Ahmedabad
Male,24.0,4.0,5.26,3.0,'7-8 hours',Unhealthy,Yes,0.0,1.0,Yes,MBBS,Visakhapatnam
Male,28.0,1.0,9.86,5.0,'7-8 hours',Unhealthy,Yes,12.0,5.0,Yes,MBA,Kalyan
Male,32.0,3.0,5.7,3.0,'Less than 5 hours',Moderate,Yes,0.0,1.0,Yes,BE,Bhopal
Female,31.0,4.0,6.75,2.0,'More than 8 hours',Moderate,Yes,1.0,5.0,No,B.Ed,Hyderabad
Male,18.0,2.0,8.04,1.0,'5-6 hours',Unhealthy,Yes,2.0,5.0,No,'Class 12',Chennai
Male,30.0,3.0,7.6,4.0,'Less than 5 hours',Healthy,Yes,10.0,1.0,No,B.Com,Kolkata
Male,19.0,3.0,7.48,5.0,'5-6 hours',Moderate,Yes,6.0,4.0,Yes,'Class 12',Other
Female,28.0,5.0,9.72,4.0,'7-8 hours',Unhealthy,Yes,9.0,3.0,No,B.Com,Visakhapatnam
Female,30.0,5.0,7.1,4.0,'5-6 hours',Healthy,No,11.0,1.0,No,BE,Mumbai
Male,26.0,2.0,9.96,2.0,'5-6 hours',Healthy,No,10.0,4.0,No,BCA,Kolkata
Female,33.0,4.0,5.12,3.0,'Less than 5 hours',Healthy,No,10.0,4.0,Yes,Other,Other
Male,33.0,5.0,8.59,3.0,'Less than 5 hours',Unhealthy,Yes,10.0,2.0,Yes,Other,Kanpur
Female,20.0,5.0,8.83,4.0,'More than 8 hours',Moderate,No,11.0,4.0,No,'Class 12',Vasai-Virar
Male,29.0,3.0,5.74,1.0,'5-6 hours',Unhealthy,Yes,0.0,3.0,No,MSc,Agra
Female,22.0,4.0,8.1,2.0,'5-6 hours',Healthy,No,7.0,4.0,No,BHM,Mumbai
Female,27.0,4.0,5.74,1.0,'More than 8 hours',Healthy,No,4.0,5.0,Yes,BBA,Chennai
Male,29.0,2.0,6.24,4.0,'Less than 5 hours',Healthy,Yes,9.0,5.0,Yes,B.Pharm,Chennai
Male,33.0,5.0,9.93,1.0,'5-6 hours',Healthy,Yes,1.0,2.0,No,MCA,Surat
Male,23.0,2.0,8.04,4.0,'Less than 5 hours',Moderate,No,8.0,1.0,No,B.Tech,Ludhiana
Female,21.0,5.0,7.09,2.0,'Less than 5 hours',Moderate,Yes,12.0,5.0,Yes,BCA,Vasai-Virar
Male,29.0,1.0,9.72,4.0,'More than 8 hours',Healthy,No,4.0,4.0,Yes,MBBS,Bhopal
Male,33.0,3.0,7.47,3.0,'7-8 hours',Healthy,No,6.0,5.0,No,MD,Surat
Female,27.0,5.0,8.64,3.0,'Less than 5 hours',Moderate,Yes,11.0,1.0,Yes,BBA,Bhopal
Female,24.0,5.0,7.47,2.0,'Less than 5 hours',Unhealthy,Yes,9.0,5.0,No,B.Com,Vasai-Virar
Female,26.0,1.0,8.32,5.0,'5-6 hours',Healthy,Yes,8.0,2.0,Yes,B.Pharm,Indore
Male,25.0,1.0,7.39,4.0,'Less than 5 hours',Unhealthy,Yes,3.0,5.0,No,M.Ed,Kalyan
Male,20.0,5.0,9.67,2.0,'7-8 hours',Unhealthy,Yes,4.0,5.0,Yes,'Class 12',Kolkata
Male,34.0,5.0,7.1,1.0,'Less than 5 hours',Unhealthy,Yes,12.0,5.0,No,'Class 12',Meerut
Male,18.0,2.0,5.66,3.0,'Less than 5 hours',Healthy,No,9.0,4.0,No,'Class 12',Ludhiana
Female,23.0,5.0,7.04,3.0,'7-8 hours',Unhealthy,Yes,4.0,3.0,Yes,M.Ed,Surat
Male,32.0,4.0,6.16,4.0,'Less than 5 hours',Healthy,Yes,11.0,3.0,No,M.Tech,Srinagar
Female,18.0,3.0,5.67,5.0,'More than 8 hours',Moderate,Yes,2.0,5.0,No,'Class 12',Kolkata
Male,26.0,4.0,5.88,1.0,'More than 8 hours',Unhealthy,No,10.0,5.0,Yes,M.Tech,Delhi
Male,21.0,3.0,5.76,3.0,'Less than 5 hours',Unhealthy,No,2.0,2.0,Yes,B.Com,Srinagar
Male,24.0,3.0,9.06,1.0,'5-6 hours',Healthy,Yes,6.0,3.0,No,B.Ed,Visakhapatnam
Female,32.0,5.0,7.09,5.0,'Less than 5 hours',Unhealthy,Yes,10.0,5.0,Yes,BCA,Ahmedabad
Female,29.0,3.0,6.42,5.0,'5-6 hours',Moderate,Yes,8.0,5.0,No,MA,Jaipur
Female,20.0,3.0,6.99,2.0,'7-8 hours',Moderate,Yes,11.0,5.0,Yes,'Class 12',Thane
Male,26.0,2.0,7.74,4.0,'5-6 hours',Unhealthy,No,7.0,2.0,Yes,M.Tech,Vadodara
Female,33.0,5.0,6.86,1.0,'5-6 hours',Unhealthy,Yes,5.0,5.0,Yes,B.Tech,Mumbai
Male,22.0,1.0,5.7,4.0,'5-6 hours',Moderate,Yes,3.0,5.0,No,BHM,Vasai-Virar
Male,33.0,3.0,5.57,1.0,'7-8 hours',Moderate,No,7.0,4.0,Yes,MD,Kolkata
Male,33.0,1.0,9.88,2.0,'Less than 5 hours',Unhealthy,No,12.0,5.0,Yes,M.Tech,Hyderabad
Male,25.0,1.0,5.85,3.0,'More than 8 hours',Moderate,Yes,8.0,3.0,Yes,MSc,Kalyan
Female,18.0,5.0,6.56,4.0,'5-6 hours',Unhealthy,Yes,4.0,4.0,Yes,'Class 12',Pune
Male,32.0,2.0,5.74,3.0,'7-8 hours',Unhealthy,Yes,10.0,1.0,No,M.Ed,Indore
Female,19.0,5.0,6.69,2.0,'5-6 hours',Moderate,No,11.0,4.0,No,'Class 12',Patna
Male,24.0,3.0,9.63,3.0,'5-6 hours',Healthy,Yes,10.0,1.0,No,'Class 12',Rajkot
Male,33.0,2.0,8.14,5.0,'More than 8 hours',Unhealthy,Yes,9.0,1.0,Yes,M.Tech,Agra
Female,28.0,4.0,8.59,1.0,'7-8 hours',Healthy,Yes,10.0,1.0,Yes,PhD,Vadodara
Male,30.0,3.0,7.39,1.0,'More than 8 hours',Moderate,No,11.0,2.0,No,MCA,Srinagar
Female,32.0,3.0,6.83,4.0,'Less than 5 hours',Healthy,Yes,1.0,3.0,No,BE,Agra
Female,27.0,3.0,5.87,5.0,'7-8 hours',Unhealthy,Yes,0.0,1.0,No,BHM,Vadodara
Female,25.0,4.0,9.94,5.0,'7-8 hours',Unhealthy,Yes,4.0,5.0,Yes,BHM,Pune
Male,20.0,4.0,6.75,3.0,'5-6 hours',Unhealthy,Yes,8.0,3.0,Yes,'Class 12',Mumbai
Male,29.0,3.0,9.37,2.0,'Less than 5 hours',Moderate,Yes,2.0,5.0,Yes,B.Com,Visakhapatnam
Male,27.0,1.0,5.82,4.0,'Less than 5 hours',Moderate,No,0.0,4.0,No,BCA,Thane
Female,23.0,5.0,6.63,3.0,'More than 8 hours',Unhealthy,Yes,11.0,4.0,No,BSc,Vasai-Virar
Female,32.0,1.0,8.61,2.0,'More than 8 hours',Moderate,Yes,4.0,4.0,No,M.Tech,Kolkata
Female,20.0,3.0,5.85,2.0,'7-8 hours',Unhealthy,No,8.0,5.0,Yes,'Class 12',Hyderabad
Male,19.0,3.0,5.85,1.0,'5-6 hours',Unhealthy,Yes,9.0,3.0,No,'Class 12',Visakhapatnam
Male,19.0,2.0,6.17,4.0,'5-6 hours',Healthy,No,10.0,1.0,No,'Class 12',Patna
Female,19.0,2.0,5.64,5.0,'Less than 5 hours',Moderate,Yes,6.0,3.0,No,'Class 12',Jaipur
Female,18.0,5.0,8.58,1.0,'More than 8 hours',Moderate,Yes,3.0,2.0,No,'Class 12',Bangalore
Female,27.0,4.0,6.75,2.0,'7-8 hours',Unhealthy,Yes,11.0,4.0,No,PhD,Lucknow
Male,31.0,4.0,6.08,1.0,'Less than 5 hours',Healthy,Yes,8.0,3.0,Yes,Other,Ahmedabad
Female,21.0,2.0,9.24,1.0,'Less than 5 hours',Healthy,No,1.0,4.0,No,MCA,Kalyan
Male,32.0,4.0,8.62,1.0,'Less than 5 hours',Moderate,No,5.0,2.0,Yes,B.Ed,Bhopal
Female,29.0,2.0,7.72,2.0,'Less than 5 hours',Unhealthy,Yes,5.0,1.0,No,Other,Indore
Male,28.0,3.0,6.89,5.0,'Less than 5 hours',Moderate,Yes,10.0,1.0,No,MSc,Kolkata
Male,18.0,4.0,8.74,4.0,'Less than 5 hours',Healthy,Yes,10.0,1.0,No,'Class 12',Thane
Female,24.0,4.0,5.08,3.0,'7-8 hours',Moderate,Yes,4.0,5.0,Yes,B.Pharm,Bangalore
Female,22.0,5.0,7.61,1.0,'Less than 5 hours',Unhealthy,Yes,12.0,5.0,No,BCA,Srinagar
Male,28.0,3.0,8.81,5.0,'Less than 5 hours',Moderate,Yes,12.0,4.0,No,B.Ed,Varanasi
Male,29.0,3.0,8.71,5.0,'5-6 hours',Healthy,No,0.0,2.0,Yes,MSc,Pune
Female,28.0,2.0,6.37,4.0,'Less than 5 hours',Unhealthy,No,6.0,2.0,No,B.Ed,Other
Female,27.0,5.0,9.96,3.0,'Less than 5 hours',Unhealthy,Yes,10.0,2.0,Yes,BHM,Thane
Male,32.0,2.0,6.16,4.0,'Less than 5 hours',Healthy,No,3.0,1.0,No,B.Com,Thane
Male,24.0,1.0,7.94,4.0,'7-8 hours',Healthy,No,10.0,1.0,Yes,B.Ed,Agra
Male,31.0,1.0,8.04,5.0,'5-6 hours',Healthy,Yes,12.0,3.0,Yes,MCA,Indore
Female,27.0,1.0,7.28,2.0,'7-8 hours',Moderate,No,12.0,3.0,No,B.Com,Bhopal
Male,19.0,1.0,7.92,5.0,'Less than 5 hours',Unhealthy,Yes,2.0,5.0,No,'Class 12',Kalyan
Male,32.0,5.0,9.03,2.0,'More than 8 hours',Unhealthy,No,2.0,3.0,Yes,B.Tech,Agra
Male,34.0,4.0,8.07,2.0,'5-6 hours',Moderate,Yes,0.0,4.0,No,BCA,Nashik
Female,19.0,3.0,7.94,2.0,'More than 8 hours',Healthy,No,11.0,1.0,Yes,'Class 12',Chennai
Female,24.0,1.0,6.37,4.0,'Less than 5 hours',Moderate,No,3.0,4.0,No,BBA,Other
Male,23.0,2.0,5.64,2.0,'7-8 hours',Unhealthy,Yes,11.0,3.0,Yes,BHM,Meerut
Male,25.0,3.0,9.87,4.0,'5-6 hours',Healthy,Yes,11.0,1.0,No,B.Pharm,Kalyan
Female,18.0,5.0,9.11,4.0,'7-8 hours',Moderate,Yes,12.0,5.0,No,'Class 12',Mumbai
Male,23.0,2.0,7.91,1.0,'7-8 hours',Unhealthy,Yes,9.0,4.0,No,M.Com,Kalyan
Female,20.0,4.0,9.91,2.0,'7-8 hours',Moderate,No,3.0,4.0,No,'Class 12',Srinagar
Male,23.0,1.0,7.47,1.0,'Less than 5 hours',Unhealthy,Yes,4.0,3.0,No,BBA,Hyderabad
Female,26.0,5.0,8.38,1.0,'5-6 hours',Unhealthy,Yes,3.0,3.0,Yes,BBA,Mumbai
Female,24.0,4.0,5.82,4.0,'5-6 hours',Healthy,Yes,11.0,2.0,No,B.Arch,Pune
Male,24.0,3.0,9.39,4.0,'Less than 5 hours',Unhealthy,No,8.0,3.0,Yes,MBA,Delhi
Male,34.0,3.0,5.12,5.0,'More than 8 hours',Healthy,No,11.0,1.0,Yes,MD,Vasai-Virar
Female,28.0,3.0,5.77,5.0,'5-6 hours',Unhealthy,Yes,1.0,4.0,No,MSc,Thane
Male,22.0,1.0,7.5,3.0,'5-6 hours',Unhealthy,Yes,2.0,1.0,Yes,MCA,Indore
Female,28.0,4.0,5.59,2.0,'More than 8 hours',Moderate,Yes,5.0,2.0,Yes,BCA,Varanasi
Female,18.0,5.0,7.94,4.0,'Less than 5 hours',Unhealthy,Yes,11.0,2.0,No,'Class 12',Chennai
Female,34.0,3.0,8.62,2.0,'5-6 hours',Unhealthy,No,2.0,4.0,No,M.Com,Kalyan
Male,29.0,3.0,6.21,2.0,'5-6 hours',Moderate,Yes,3.0,5.0,Yes,B.Pharm,Srinagar
Female,23.0,1.0,6.47,4.0,'7-8 hours',Unhealthy,Yes,9.0,2.0,Yes,B.Com,Lucknow
Male,34.0,4.0,8.7,3.0,'5-6 hours',Unhealthy,Yes,2.0,2.0,No,M.Ed,Bhopal
Female,24.0,5.0,7.94,4.0,'Less than 5 hours',Moderate,Yes,10.0,2.0,No,BCA,Vasai-Virar
Female,24.0,1.0,5.71,2.0,'Less than 5 hours',Moderate,Yes,5.0,3.0,No,M.Tech,Thane
Female,21.0,3.0,9.25,5.0,'Less than 5 hours',Healthy,Yes,12.0,4.0,No,BA,Visakhapatnam
Female,28.0,3.0,9.39,4.0,'7-8 hours',Healthy,Yes,1.0,2.0,No,B.Com,Meerut
Female,27.0,4.0,6.75,4.0,'7-8 hours',Unhealthy,No,11.0,5.0,No,B.Com,Ludhiana
Female,23.0,3.0,8.91,1.0,'More than 8 hours',Unhealthy,Yes,1.0,5.0,No,B.Pharm,Bangalore
Male,21.0,1.0,8.04,3.0,'7-8 hours',Unhealthy,Yes,11.0,5.0,No,B.Arch,Srinagar
Male,31.0,4.0,9.21,1.0,'7-8 hours',Healthy,No,10.0,2.0,No,M.Ed,Hyderabad
Female,29.0,4.0,8.37,1.0,'7-8 hours',Healthy,No,12.0,5.0,No,BHM,Vadodara
Female,28.0,5.0,5.88,2.0,'Less than 5 hours',Unhealthy,Yes,11.0,2.0,No,M.Com,Vadodara
Male,29.0,1.0,7.49,5.0,'7-8 hours',Moderate,No,12.0,2.0,No,MBBS,Lucknow
Male,27.0,3.0,5.66,1.0,'Less than 5 hours',Unhealthy,Yes,10.0,2.0,No,M.Pharm,Surat
Female,19.0,3.0,6.99,3.0,'Less than 5 hours',Unhealthy,Yes,5.0,1.0,Yes,'Class 12',Ludhiana
Male,24.0,5.0,9.43,4.0,'5-6 hours',Healthy,Yes,12.0,5.0,No,MBBS,Meerut
Male,20.0,5.0,9.56,1.0,'Less than 5 hours',Moderate,Yes,12.0,4.0,Yes,'Class 12',Bangalore
Female,31.0,5.0,7.64,5.0,'Less than 5 hours',Healthy,Yes,9.0,4.0,No,B.Ed,Bangalore
Female,33.0,3.0,8.03,1.0,'7-8 hours',Moderate,Yes,12.0,4.0,No,BCA,Hyderabad
Male,20.0,5.0,8.47,1.0,'More than 8 hours',Unhealthy,Yes,8.0,5.0,No,'Class 12',Hyderabad
Male,24.0,5.0,9.44,2.0,'7-8 hours',Moderate,Yes,12.0,4.0,Yes,MBBS,Thane
Male,31.0,3.0,8.24,1.0,'Less than 5 hours',Moderate,Yes,12.0,2.0,No,B.Tech,Visakhapatnam
Female,25.0,4.0,6.78,3.0,'More than 8 hours',Healthy,No,0.0,1.0,Yes,B.Ed,Lucknow
Male,26.0,3.0,9.54,5.0,'More than 8 hours',Moderate,Yes,6.0,4.0,No,BA,Delhi
Female,27.0,4.0,9.97,2.0,'Less than 5 hours',Healthy,Yes,0.0,4.0,Yes,B.Tech,Vasai-Virar
Female,19.0,5.0,6.17,5.0,'7-8 hours',Unhealthy,Yes,8.0,5.0,No,'Class 12',Pune
Female,18.0,3.0,7.52,3.0,'More than 8 hours',Moderate,Yes,10.0,2.0,No,'Class 12',Surat
Female,24.0,3.0,8.17,4.0,'7-8 hours',Moderate,Yes,10.0,5.0,No,B.Com,Patna
Male,19.0,5.0,8.04,2.0,'More than 8 hours',Moderate,Yes,12.0,2.0,No,'Class 12',Agra
Female,32.0,1.0,9.91,2.0,'More than 8 hours',Healthy,No,8.0,4.0,No,B.Pharm,Rajkot
Male,25.0,3.0,9.86,4.0,'More than 8 hours',Moderate,No,4.0,4.0,No,Other,Srinagar
Male,25.0,3.0,8.7,4.0,'More than 8 hours',Moderate,No,7.0,1.0,No,BA,Ahmedabad
Male,24.0,3.0,9.79,2.0,'7-8 hours',Unhealthy,Yes,5.0,5.0,No,B.Arch,Hyderabad
Female,25.0,2.0,9.91,4.0,'Less than 5 hours',Moderate,No,5.0,3.0,Yes,B.Com,Jaipur
Male,33.0,3.0,8.73,1.0,'7-8 hours',Healthy,Yes,12.0,4.0,Yes,M.Ed,Hyderabad
Male,28.0,5.0,8.37,4.0,'Less than 5 hours',Unhealthy,Yes,10.0,4.0,Yes,BHM,Nagpur
Male,20.0,5.0,8.38,1.0,'More than 8 hours',Healthy,No,12.0,5.0,No,'Class 12',Rajkot
Male,19.0,3.0,6.37,4.0,'7-8 hours',Moderate,Yes,4.0,2.0,No,'Class 12',Thane
Female,34.0,5.0,5.27,2.0,'7-8 hours',Healthy,No,0.0,1.0,Yes,B.Ed,Ahmedabad
Male,19.0,5.0,6.21,5.0,'More than 8 hours',Unhealthy,No,1.0,1.0,Yes,'Class 12',Agra
Male,34.0,1.0,0.0,5.0,'Less than 5 hours',Unhealthy,Yes,10.0,3.0,Yes,M.Ed,Pune
Male,29.0,2.0,7.53,4.0,'5-6 hours',Healthy,Yes,11.0,1.0,Yes,B.Arch,Ghaziabad
Female,20.0,3.0,8.52,1.0,'7-8 hours',Moderate,Yes,9.0,4.0,No,'Class 12',Thane
Male,28.0,3.0,9.74,5.0,'Less than 5 hours',Healthy,No,11.0,2.0,Yes,MBBS,Meerut
Female,19.0,3.0,9.25,5.0,'5-6 hours',Healthy,No,6.0,4.0,Yes,'Class 12',Vasai-Virar
Male,21.0,2.0,7.85,3.0,'More than 8 hours',Healthy,No,0.0,1.0,No,MCA,Kalyan
Female,23.0,1.0,6.83,1.0,'Less than 5 hours',Healthy,No,10.0,4.0,No,B.Com,Agra
Male,28.0,3.0,5.74,4.0,'More than 8 hours',Unhealthy,No,7.0,4.0,No,BBA,Ghaziabad
Male,29.0,2.0,9.21,4.0,'7-8 hours',Moderate,Yes,10.0,4.0,No,B.Com,Indore
Female,25.0,1.0,8.17,4.0,'Less than 5 hours',Moderate,Yes,10.0,1.0,No,B.Ed,Thane
Female,24.0,5.0,8.95,1.0,'7-8 hours',Healthy,Yes,5.0,4.0,Yes,MBBS,Bhopal
Female,30.0,3.0,9.6,4.0,'More than 8 hours',Unhealthy,Yes,6.0,2.0,No,BHM,Srinagar
Male,33.0,1.0,7.5,1.0,'Less than 5 hours',Moderate,Yes,1.0,5.0,Yes,BA,Pune
Male,32.0,3.0,5.85,1.0,'7-8 hours',Unhealthy,No,11.0,5.0,No,BCA,Thane
Male,25.0,4.0,9.86,1.0,'7-8 hours',Unhealthy,Yes,0.0,3.0,Yes,B.Com,Nagpur
Male,23.0,5.0,7.15,3.0,'7-8 hours',Unhealthy,No,8.0,3.0,Yes,M.Tech,Kolkata
Female,21.0,1.0,8.74,3.0,'5-6 hours',Healthy,Yes,8.0,3.0,No,BCA,Ludhiana
Male,21.0,5.0,7.87,5.0,'7-8 hours',Unhealthy,Yes,8.0,3.0,Yes,'Class 12',Bhopal
Male,25.0,3.0,9.39,2.0,'Less than 5 hours',Unhealthy,Yes,4.0,1.0,No,B.Ed,Lucknow
Male,26.0,1.0,6.41,1.0,'More than 8 hours',Unhealthy,No,3.0,2.0,Yes,BE,Jaipur
Female,24.0,3.0,5.99,3.0,'More than 8 hours',Unhealthy,Yes,0.0,1.0,No,BBA,Hyderabad
Male,23.0,1.0,6.02,1.0,'5-6 hours',Healthy,No,10.0,4.0,No,BA,Thane
Male,33.0,3.0,6.75,3.0,'Less than 5 hours',Healthy,No,10.0,1.0,Yes,B.Ed,Lucknow
Female,29.0,4.0,7.6,3.0,'7-8 hours',Healthy,Yes,5.0,1.0,Yes,B.Ed,Ahmedabad
Female,22.0,5.0,8.46,1.0,'7-8 hours',Healthy,Yes,10.0,4.0,Yes,B.Ed,Visakhapatnam
Male,24.0,4.0,6.47,3.0,'7-8 hours',Moderate,Yes,2.0,1.0,No,MBA,Pune
Female,32.0,5.0,7.91,1.0,'5-6 hours',Moderate,Yes,11.0,5.0,Yes,B.Com,Rajkot
Male,31.0,4.0,6.79,2.0,'5-6 hours',Moderate,Yes,7.0,2.0,No,M.Ed,Bhopal
Female,21.0,5.0,5.74,5.0,'5-6 hours',Unhealthy,Yes,1.0,5.0,Yes,BCA,Surat
Male,31.0,2.0,7.51,3.0,'7-8 hours',Healthy,Yes,10.0,4.0,No,MSc,Hyderabad
Female,33.0,5.0,8.77,5.0,'7-8 hours',Healthy,Yes,6.0,5.0,Yes,MBBS,Patna
Male,27.0,4.0,7.99,2.0,'5-6 hours',Unhealthy,Yes,10.0,2.0,Yes,B.Com,Lucknow
Male,32.0,3.0,9.93,5.0,'More than 8 hours',Moderate,No,3.0,1.0,Yes,MA,Hyderabad
Female,23.0,3.0,6.02,4.0,'7-8 hours',Healthy,No,0.0,2.0,Yes,B.Com,Rajkot
Female,25.0,1.0,9.84,1.0,'5-6 hours',Moderate,No,3.0,3.0,Yes,BBA,Srinagar
Female,19.0,1.0,7.24,4.0,'More than 8 hours',Moderate,No,12.0,1.0,No,'Class 12',Bangalore
Female,23.0,5.0,9.63,3.0,'More than 8 hours',Unhealthy,Yes,7.0,3.0,No,BE,Agra
Male,34.0,1.0,7.5,2.0,'5-6 hours',Moderate,Yes,4.0,2.0,Yes,M.Pharm,Kolkata
Female,20.0,1.0,9.56,3.0,'5-6 hours',Healthy,No,0.0,2.0,Yes,'Class 12',Nagpur
Female,25.0,3.0,6.99,3.0,'7-8 hours',Unhealthy,Yes,11.0,5.0,No,Other,Kolkata
Male,34.0,4.0,6.04,3.0,'More than 8 hours',Unhealthy,Yes,6.0,5.0,Yes,M.Tech,Lucknow
Female,21.0,5.0,5.74,2.0,'Less than 5 hours',Unhealthy,Yes,8.0,3.0,No,BHM,Jaipur
Female,28.0,4.0,9.13,3.0,'7-8 hours',Moderate,Yes,2.0,5.0,Yes,BHM,Vadodara
Male,21.0,1.0,7.75,2.0,'Less than 5 hours',Moderate,Yes,7.0,2.0,Yes,'Class 12',Ghaziabad
Male,28.0,2.0,9.97,4.0,'5-6 hours',Unhealthy,No,5.0,1.0,Yes,MD,Visakhapatnam
Female,27.0,2.0,9.86,2.0,'7-8 hours',Moderate,Yes,6.0,4.0,Yes,B.Ed,Kolkata
Male,19.0,4.0,6.83,4.0,'5-6 hours',Unhealthy,Yes,12.0,3.0,Yes,'Class 12',Varanasi
Male,19.0,3.0,8.11,1.0,'7-8 hours',Moderate,Yes,7.0,4.0,No,'Class 12',Hyderabad
Male,28.0,1.0,7.48,1.0,'Less than 5 hours',Unhealthy,Yes,10.0,4.0,No,MCA,Surat
Female,20.0,1.0,6.78,3.0,'More than 8 hours',Unhealthy,Yes,8.0,4.0,Yes,'Class 12',Pune
Male,26.0,3.0,7.1,4.0,'7-8 hours',Moderate,No,3.0,5.0,Yes,BA,Bangalore
Male,32.0,3.0,7.52,2.0,'5-6 hours',Moderate,Yes,8.0,2.0,No,B.Ed,Kalyan
Male,34.0,3.0,6.03,2.0,'Less than 5 hours',Unhealthy,No,8.0,1.0,No,B.Pharm,Mumbai
Female,25.0,1.0,8.49,4.0,'Less than 5 hours',Healthy,Yes,10.0,1.0,No,Other,Thane
Male,36.0,1.0,5.61,3.0,'More than 8 hours',Unhealthy,No,7.0,2.0,No,B.Com,Delhi
Male,29.0,1.0,7.45,3.0,'7-8 hours',Healthy,No,10.0,2.0,No,MBA,Nagpur
Male,33.0,3.0,7.99,4.0,'7-8 hours',Moderate,No,12.0,1.0,Yes,'Class 12',Nagpur
Female,33.0,2.0,7.25,4.0,'5-6 hours',Healthy,No,9.0,3.0,No,B.Ed,Nagpur
Female,28.0,3.0,7.1,3.0,'More than 8 hours',Healthy,No,4.0,1.0,No,B.Com,Nagpur
Female,27.0,1.0,7.53,4.0,'Less than 5 hours',Moderate,Yes,9.0,1.0,Yes,MBA,Indore
Female,32.0,3.0,9.79,5.0,'7-8 hours',Moderate,Yes,1.0,4.0,No,B.Arch,Varanasi
Male,23.0,1.0,8.04,1.0,'More than 8 hours',Moderate,Yes,2.0,4.0,No,BHM,Rajkot
Male,28.0,4.0,9.46,4.0,'7-8 hours',Unhealthy,Yes,10.0,5.0,Yes,MSc,Agra
Male,21.0,1.0,7.22,1.0,'More than 8 hours',Moderate,Yes,7.0,2.0,No,MA,Bhopal
Male,33.0,5.0,9.95,1.0,'Less than 5 hours',Unhealthy,Yes,10.0,5.0,Yes,MSc,Jaipur
Male,27.0,3.0,5.12,5.0,'More than 8 hours',Moderate,Yes,8.0,5.0,No,BE,Srinagar
Female,28.0,5.0,7.08,1.0,'5-6 hours',Unhealthy,Yes,10.0,4.0,Yes,MBA,Kolkata
Male,19.0,3.0,5.56,2.0,'Less than 5 hours',Moderate,Yes,9.0,5.0,No,'Class 12',Patna
Female,29.0,2.0,8.09,4.0,'5-6 hours',Healthy,Yes,10.0,1.0,No,BE,Ahmedabad
Male,32.0,3.0,5.7,2.0,'Less than 5 hours',Healthy,Yes,10.0,5.0,No,MD,Bangalore
Female,27.0,5.0,7.09,4.0,'5-6 hours',Unhealthy,Yes,9.0,3.0,Yes,BBA,Delhi
Male,23.0,1.0,6.29,3.0,'More than 8 hours',Unhealthy,No,2.0,4.0,Yes,B.Tech,Meerut
Male,24.0,1.0,7.83,4.0,'Less than 5 hours',Moderate,Yes,11.0,3.0,No,BE,Surat
Female,30.0,1.0,5.59,3.0,'5-6 hours',Healthy,Yes,12.0,3.0,No,BE,Ludhiana
Female,32.0,3.0,5.64,4.0,'More than 8 hours',Healthy,No,1.0,1.0,No,BBA,Ludhiana
